_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,sentiment,sentiment:confidence,date,id,query,sentiment_gold,text,tokens,stemmed_tokens,lemmatized_tokens
623495640,False,finalized,3,12/12/2014 9:10,3,1.0,Tue Dec 02 04:12:53 +0000 2014,5.4e+17,#AAPL OR @Apple,,RT @smartoutsource1: @Apple #iPod lawsuit will reveal unseen Steve Jobs video http://t.co/nEF5qOGbHE,"['rt', 'smartoutsource1', 'apple', 'ipod', 'lawsuit', 'reveal', 'unseen', 'steve', 'jobs', 'video']","['rt', 'smartoutsource1', 'appl', 'ipod', 'lawsuit', 'reveal', 'unseen', 'steve', 'job', 'video']","['rt', 'smartoutsource1', 'apple', 'ipod', 'lawsuit', 'reveal', 'unseen', 'steve', 'job', 'video']"
623495641,False,finalized,3,12/12/2014 2:33,3,1.0,Tue Dec 02 04:21:29 +0000 2014,5.4e+17,#AAPL OR @Apple,,Lol dying @apple http://t.co/EP8hQb2O2H,"['lol', 'dying', 'apple']","['lol', 'die', 'appl']","['lol', 'dying', 'apple']"
623495642,False,finalized,6,12/12/2014 13:02,not_relevant,0.5288,Tue Dec 02 04:22:22 +0000 2014,5.4e+17,#AAPL OR @Apple,,#GoPro: What Competition? Part 2 #GPRO  #AAPL #SNE http://t.co/4tgYDYdprt,"['gopro', 'competition', 'part', '2', 'gpro', 'aapl', 'sne']","['gopro', 'competit', 'part', '2', 'gpro', 'aapl', 'sne']","['gopro', 'competition', 'part', '2', 'gpro', 'aapl', 'sne']"
623495643,False,finalized,4,12/11/2014 14:12,1,1.0,Tue Dec 02 04:24:00 +0000 2014,5.4e+17,#AAPL OR @Apple,,"So, on my iphone5, the @apple health kit is no longer gathering data.  Sigh.","['iphone5', 'apple', 'health', 'kit', 'longer', 'gathering', 'data', 'sigh']","['iphone5', 'appl', 'health', 'kit', 'longer', 'gather', 'data', 'sigh']","['iphone5', 'apple', 'health', 'kit', 'longer', 'gathering', 'data', 'sigh']"
623495644,False,finalized,3,12/12/2014 14:44,3,0.6806,Tue Dec 02 04:30:03 +0000 2014,5.4e+17,#AAPL OR @Apple,,"Trade $AAPL #FREE Nightly Updates are #posted here on #Twitter, or you can visit the #Trade #AAPL FREE #website here http://t.co/U4TKeApbxF","['trade', 'aapl', 'free', 'nightly', 'updates', 'posted', 'twitter', 'visit', 'trade', 'aapl', 'free', 'website']","['trade', 'aapl', 'free', 'nightli', 'updat', 'post', 'twitter', 'visit', 'trade', 'aapl', 'free', 'websit']","['trade', 'aapl', 'free', 'nightly', 'update', 'posted', 'twitter', 'visit', 'trade', 'aapl', 'free', 'website']"
623495645,False,finalized,3,12/12/2014 15:50,1,0.6864,Tue Dec 02 04:30:31 +0000 2014,5.4e+17,#AAPL OR @Apple,,Thanks @apple for changing yet another fuck into duck...Thanks.,"['thanks', 'apple', 'changing', 'yet', 'another', 'fuck', 'duck', 'thanks']","['thank', 'appl', 'chang', 'yet', 'anoth', 'fuck', 'duck', 'thank']","['thanks', 'apple', 'changing', 'yet', 'another', 'fuck', 'duck', 'thanks']"
623495646,False,finalized,6,12/12/2014 8:35,1,0.5339,Tue Dec 02 04:33:28 +0000 2014,5.4e+17,#AAPL OR @Apple,,@Apple YH News Apple tumbles as much as 6 percent in unusual trading: By Chuck Mikolajczak NEW YORK (Reuters) ...  http://t.co/hNuWafq0sI,"['apple', 'yh', 'news', 'apple', 'tumbles', 'much', '6', 'percent', 'unusual', 'trading', 'chuck', 'mikolajczak', 'new', 'york', 'reuters']","['appl', 'yh', 'news', 'appl', 'tumbl', 'much', '6', 'percent', 'unusu', 'trade', 'chuck', 'mikolajczak', 'new', 'york', 'reuter']","['apple', 'yh', 'news', 'apple', 'tumble', 'much', '6', 'percent', 'unusual', 'trading', 'chuck', 'mikolajczak', 'new', 'york', 'reuters']"
623495647,False,finalized,3,12/11/2014 23:32,1,1.0,Tue Dec 02 04:34:05 +0000 2014,5.4e+17,#AAPL OR @Apple,,@brwnskin_beauti cause fuck @apple,"['brwnskin', 'beauti', 'cause', 'fuck', 'apple']","['brwnskin', 'beauti', 'caus', 'fuck', 'appl']","['brwnskin', 'beauti', 'cause', 'fuck', 'apple']"
623495648,False,finalized,3,12/12/2014 0:00,3,1.0,Tue Dec 02 04:35:14 +0000 2014,5.4e+17,#AAPL OR @Apple,,RT @donacamp: Brass band at @Apple Store Broadway #WintersEve #NYC http://t.co/ufworZjgpP,"['rt', 'donacamp', 'brass', 'band', 'apple', 'store', 'broadway', 'winterseve', 'nyc']","['rt', 'donacamp', 'brass', 'band', 'appl', 'store', 'broadway', 'wintersev', 'nyc']","['rt', 'donacamp', 'brass', 'band', 'apple', 'store', 'broadway', 'winterseve', 'nyc']"
623495649,False,finalized,3,12/12/2014 10:31,1,1.0,Tue Dec 02 04:36:38 +0000 2014,5.4e+17,#AAPL OR @Apple,,if i buy a 16 gb phone i should have 16 GB'S TO USE @apple,"['buy', '16', 'gb', 'phone', '16', 'gb', 'use', 'apple']","['buy', '16', 'gb', 'phone', '16', 'gb', 'use', 'appl']","['buy', '16', 'gb', 'phone', '16', 'gb', 'use', 'apple']"
623495650,False,finalized,3,12/12/2014 2:13,1,1.0,Tue Dec 02 04:37:44 +0000 2014,5.4e+17,#AAPL OR @Apple,,fuck you for BREAKING MY MUSIC @apple,"['fuck', 'breaking', 'music', 'apple']","['fuck', 'break', 'music', 'appl']","['fuck', 'breaking', 'music', 'apple']"
623495651,False,finalized,3,12/12/2014 19:54,3,1.0,Tue Dec 02 04:38:57 +0000 2014,5.4e+17,#AAPL OR @Apple,,RT @donacamp: Brass band at @Apple Store Broadway #WintersEve #NYC http://t.co/ufworZjgpP,"['rt', 'donacamp', 'brass', 'band', 'apple', 'store', 'broadway', 'winterseve', 'nyc']","['rt', 'donacamp', 'brass', 'band', 'appl', 'store', 'broadway', 'wintersev', 'nyc']","['rt', 'donacamp', 'brass', 'band', 'apple', 'store', 'broadway', 'winterseve', 'nyc']"
623495652,False,finalized,3,12/12/2014 21:15,3,1.0,Tue Dec 02 04:41:05 +0000 2014,5.4e+17,#AAPL OR @Apple,,"Have #Apple, Inc.'s #iPad Sales Peaked? #AAPL http://t.co/2Wpaib3z9M","['apple', 'inc', 'ipad', 'sales', 'peaked', 'aapl']","['appl', 'inc', 'ipad', 'sale', 'peak', 'aapl']","['apple', 'inc', 'ipad', 'sale', 'peaked', 'aapl']"
623495653,False,finalized,3,12/11/2014 22:17,3,1.0,Tue Dec 02 04:48:00 +0000 2014,5.4e+17,#AAPL OR @Apple,,RT @donacamp: Brass band at @Apple Store Broadway #WintersEve #NYC http://t.co/ufworZjgpP,"['rt', 'donacamp', 'brass', 'band', 'apple', 'store', 'broadway', 'winterseve', 'nyc']","['rt', 'donacamp', 'brass', 'band', 'appl', 'store', 'broadway', 'wintersev', 'nyc']","['rt', 'donacamp', 'brass', 'band', 'apple', 'store', 'broadway', 'winterseve', 'nyc']"
623495654,False,finalized,3,12/12/2014 2:02,3,1.0,Tue Dec 02 04:53:24 +0000 2014,5.4e+17,#AAPL OR @Apple,,Barclay's #Apple Analyst Joins The Crowd And Increases Price Target - Forbes #aapl http://t.co/6Z1DwxeCpE,"['barclay', 'apple', 'analyst', 'joins', 'crowd', 'increases', 'price', 'target', 'forbes', 'aapl']","['barclay', 'appl', 'analyst', 'join', 'crowd', 'increas', 'price', 'target', 'forb', 'aapl']","['barclay', 'apple', 'analyst', 'join', 'crowd', 'increase', 'price', 'target', 'forbes', 'aapl']"
623495655,False,finalized,3,12/12/2014 2:40,1,1.0,Tue Dec 02 04:54:14 +0000 2014,5.4e+17,#AAPL OR @Apple,,just need @apple to come out with a charger cord that keep a charge &amp; don't fall apart http://t.co/VZ8HDbMzlu,"['need', 'apple', 'come', 'charger', 'cord', 'keep', 'charge', 'amp', 'fall', 'apart']","['need', 'appl', 'come', 'charger', 'cord', 'keep', 'charg', 'amp', 'fall', 'apart']","['need', 'apple', 'come', 'charger', 'cord', 'keep', 'charge', 'amp', 'fall', 'apart']"
623495656,False,finalized,3,12/12/2014 3:17,1,0.681,Tue Dec 02 05:00:08 +0000 2014,5.4e+17,#AAPL OR @Apple,,RT @AMANDAZUCKERMAN: You should be able to forward a voicemail. Why isn't that a thing? @apple,"['rt', 'amandazuckerman', 'able', 'forward', 'voicemail', 'thing', 'apple']","['rt', 'amandazuckerman', 'abl', 'forward', 'voicemail', 'thing', 'appl']","['rt', 'amandazuckerman', 'able', 'forward', 'voicemail', 'thing', 'apple']"
623495657,False,finalized,3,12/11/2014 21:06,1,1.0,Tue Dec 02 05:03:26 +0000 2014,5.4e+17,#AAPL OR @Apple,,@apple and @facebook I speak for all of humanity; We want to chose what contacts are added to our contacts book from #facebook #thanks,"['apple', 'facebook', 'speak', 'humanity', 'want', 'chose', 'contacts', 'added', 'contacts', 'book', 'facebook', 'thanks']","['appl', 'facebook', 'speak', 'human', 'want', 'chose', 'contact', 'ad', 'contact', 'book', 'facebook', 'thank']","['apple', 'facebook', 'speak', 'humanity', 'want', 'chose', 'contact', 'added', 'contact', 'book', 'facebook', 'thanks']"
623495658,False,finalized,3,12/12/2014 2:53,1,1.0,Tue Dec 02 05:06:09 +0000 2014,5.4e+17,#AAPL OR @Apple,,@Apple I h8 everything about u,"['apple', 'h8', 'everything', 'u']","['appl', 'h8', 'everyth', 'u']","['apple', 'h8', 'everything', 'u']"
623495659,False,finalized,3,12/12/2014 22:03,1,1.0,Tue Dec 02 05:06:55 +0000 2014,5.4e+17,#AAPL OR @Apple,,@apple ur a disgrace,"['apple', 'ur', 'disgrace']","['appl', 'ur', 'disgrac']","['apple', 'ur', 'disgrace']"
623495660,False,finalized,6,12/12/2014 19:53,3,0.5098,Tue Dec 02 05:07:11 +0000 2014,5.4e+17,#AAPL OR @Apple,,@apple I want my pictures back,"['apple', 'want', 'pictures', 'back']","['appl', 'want', 'pictur', 'back']","['apple', 'want', 'picture', 'back']"
623495661,False,finalized,3,12/12/2014 2:32,1,1.0,Tue Dec 02 05:07:30 +0000 2014,5.4e+17,#AAPL OR @Apple,,My phone is on acid right now @apple fix this,"['phone', 'acid', 'right', 'apple', 'fix']","['phone', 'acid', 'right', 'appl', 'fix']","['phone', 'acid', 'right', 'apple', 'fix']"
623495662,False,finalized,5,12/11/2014 14:30,1,1.0,Tue Dec 02 05:11:58 +0000 2014,5.4e+17,#AAPL OR @Apple,,@Apple I had a power cord problem- under warranty. You said it would be fine. It isn't. And now you won't replace it? http://t.co/fW3BoW53dj,"['apple', 'power', 'cord', 'problem', 'warranty', 'said', 'would', 'fine', 'replace']","['appl', 'power', 'cord', 'problem', 'warranti', 'said', 'would', 'fine', 'replac']","['apple', 'power', 'cord', 'problem', 'warranty', 'said', 'would', 'fine', 'replace']"
623495663,False,finalized,3,12/12/2014 1:46,1,1.0,Tue Dec 02 05:13:02 +0000 2014,5.4e+17,#AAPL OR @Apple,,@Apple This was NORMAL use-- NO ABUSE! Wrapped it exactly as you instructed me to. This is a fire hazard. You should replace it. #defective,"['apple', 'normal', 'use', 'abuse', 'wrapped', 'exactly', 'instructed', 'fire', 'hazard', 'replace', 'defective']","['appl', 'normal', 'use', 'abus', 'wrap', 'exactli', 'instruct', 'fire', 'hazard', 'replac', 'defect']","['apple', 'normal', 'use', 'abuse', 'wrapped', 'exactly', 'instructed', 'fire', 'hazard', 'replace', 'defective']"
623495664,False,golden,4,12/11/2014 12:17,5,0.718,Tue Dec 02 05:14:39 +0000 2014,5.4e+17,#AAPL OR @Apple,"5
3
1","@Apple BTW, I LOVE all of your products.  They rock!  Your power cords are junk.  You seriously need to fix this!","['apple', 'btw', 'love', 'products', 'rock', 'power', 'cords', 'junk', 'seriously', 'need', 'fix']","['appl', 'btw', 'love', 'product', 'rock', 'power', 'cord', 'junk', 'serious', 'need', 'fix']","['apple', 'btw', 'love', 'product', 'rock', 'power', 'cord', 'junk', 'seriously', 'need', 'fix']"
623495665,False,finalized,3,12/12/2014 8:40,3,1.0,Tue Dec 02 05:16:00 +0000 2014,5.4e+17,#AAPL OR @Apple,,RT @donacamp: Brass band at @Apple Store Broadway #WintersEve #NYC http://t.co/ufworZjgpP,"['rt', 'donacamp', 'brass', 'band', 'apple', 'store', 'broadway', 'winterseve', 'nyc']","['rt', 'donacamp', 'brass', 'band', 'appl', 'store', 'broadway', 'wintersev', 'nyc']","['rt', 'donacamp', 'brass', 'band', 'apple', 'store', 'broadway', 'winterseve', 'nyc']"
623495666,False,finalized,3,12/11/2014 18:41,1,0.6894,Tue Dec 02 05:20:58 +0000 2014,5.4e+17,#AAPL OR @Apple,,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom,"['rt', 'thehill', 'justice', 'department', 'cites', '18th', 'century', 'federal', 'law', 'get', 'apple', 'unlock', 'iphones']","['rt', 'thehil', 'justic', 'depart', 'cite', '18th', 'centuri', 'feder', 'law', 'get', 'appl', 'unlock', 'iphon']","['rt', 'thehill', 'justice', 'department', 'cite', '18th', 'century', 'federal', 'law', 'get', 'apple', 'unlock', 'iphones']"
623495667,False,finalized,3,12/12/2014 22:03,1,1.0,Tue Dec 02 05:25:24 +0000 2014,5.4e+17,#AAPL OR @Apple,,Yo @Apple fix your shitty iMessage,"['yo', 'apple', 'fix', 'shitty', 'imessage']","['yo', 'appl', 'fix', 'shitti', 'imessag']","['yo', 'apple', 'fix', 'shitty', 'imessage']"
623495668,False,finalized,3,12/12/2014 17:53,5,0.6544,Tue Dec 02 05:35:04 +0000 2014,5.4e+17,#AAPL OR @Apple,,#AAPL RT @AboveAvalon Apple's Share Repurchases Have Benefited Shareholders by $80 Billion  http://t.co/XHkqFr7whT,"['aapl', 'rt', 'aboveavalon', 'apple', 'share', 'repurchases', 'benefited', 'shareholders', '80', 'billion']","['aapl', 'rt', 'aboveavalon', 'appl', 'share', 'repurchas', 'benefit', 'sharehold', '80', 'billion']","['aapl', 'rt', 'aboveavalon', 'apple', 'share', 'repurchase', 'benefited', 'shareholder', '80', 'billion']"
623495669,False,finalized,3,12/12/2014 1:24,5,0.6373,Tue Dec 02 05:37:33 +0000 2014,5.4e+17,#AAPL OR @Apple,,"Even With Apple Watch Delayed, I'm Raising My AAPL Price Target To $165 - http://t.co/TGENjFl3zI #AAPL #Alex_Cho","['even', 'apple', 'watch', 'delayed', 'raising', 'aapl', 'price', 'target', '165', 'aapl', 'alex', 'cho']","['even', 'appl', 'watch', 'delay', 'rais', 'aapl', 'price', 'target', '165', 'aapl', 'alex', 'cho']","['even', 'apple', 'watch', 'delayed', 'raising', 'aapl', 'price', 'target', '165', 'aapl', 'alex', 'cho']"
623495670,False,finalized,3,12/12/2014 1:18,5,1.0,Tue Dec 02 05:40:45 +0000 2014,5.4e+17,#AAPL OR @Apple,,I love @AIRMILES! Between @chaptersindigo &amp; @apple I earned ~200 miles during the #BlackFriday sale! #freemoney #centsability #cybermonday,"['love', 'airmiles', 'chaptersindigo', 'amp', 'apple', 'earned', '200', 'miles', 'blackfriday', 'sale', 'freemoney', 'centsability', 'cybermonday']","['love', 'airmil', 'chaptersindigo', 'amp', 'appl', 'earn', '200', 'mile', 'blackfriday', 'sale', 'freemoney', 'centsabl', 'cybermonday']","['love', 'airmiles', 'chaptersindigo', 'amp', 'apple', 'earned', '200', 'mile', 'blackfriday', 'sale', 'freemoney', 'centsability', 'cybermonday']"
623495671,False,finalized,3,12/12/2014 21:30,1,1.0,Tue Dec 02 05:42:54 +0000 2014,5.4e+17,#AAPL OR @Apple,,Yo! @apple this auto correct shit gotta stop!!! changing my shit right when i send it,"['yo', 'apple', 'auto', 'correct', 'shit', 'got', 'ta', 'stop', 'changing', 'shit', 'right', 'send']","['yo', 'appl', 'auto', 'correct', 'shit', 'got', 'ta', 'stop', 'chang', 'shit', 'right', 'send']","['yo', 'apple', 'auto', 'correct', 'shit', 'got', 'ta', 'stop', 'changing', 'shit', 'right', 'send']"
623495672,False,finalized,3,12/11/2014 22:17,3,1.0,Tue Dec 02 06:00:54 +0000 2014,5.4e+17,#AAPL OR @Apple,,First @Apple logo was designed by co-founder Ronald Wayne. Drawing of Isaac Newton reading a book under an apple tree,"['first', 'apple', 'logo', 'designed', 'co', 'founder', 'ronald', 'wayne', 'drawing', 'isaac', 'newton', 'reading', 'book', 'apple', 'tree']","['first', 'appl', 'logo', 'design', 'co', 'founder', 'ronald', 'wayn', 'draw', 'isaac', 'newton', 'read', 'book', 'appl', 'tree']","['first', 'apple', 'logo', 'designed', 'co', 'founder', 'ronald', 'wayne', 'drawing', 'isaac', 'newton', 'reading', 'book', 'apple', 'tree']"
623495673,False,finalized,3,12/12/2014 21:34,1,1.0,Tue Dec 02 06:01:11 +0000 2014,5.4e+17,#AAPL OR @Apple,,Those** PICK UP THE SLACK YOU FUCK BOYS @Apple,"['pick', 'slack', 'fuck', 'boys', 'apple']","['pick', 'slack', 'fuck', 'boy', 'appl']","['pick', 'slack', 'fuck', 'boy', 'apple']"
623495674,False,finalized,6,12/11/2014 23:38,not_relevant,0.4978,Tue Dec 02 06:02:07 +0000 2014,5.4e+17,#AAPL OR @Apple,,Why is it that the no firm has acquired the bloomberg terminal service yet  #aapl? I wish it had a #goog search function.,"['firm', 'acquired', 'bloomberg', 'terminal', 'service', 'yet', 'aapl', 'wish', 'goog', 'search', 'function']","['firm', 'acquir', 'bloomberg', 'termin', 'servic', 'yet', 'aapl', 'wish', 'goog', 'search', 'function']","['firm', 'acquired', 'bloomberg', 'terminal', 'service', 'yet', 'aapl', 'wish', 'goog', 'search', 'function']"
623495675,False,finalized,3,12/12/2014 20:37,5,0.6635,Tue Dec 02 06:09:23 +0000 2014,5.4e+17,#AAPL OR @Apple,,@surface maybe good product but never better then @apple MacBook Air .... It's a fact,"['surface', 'maybe', 'good', 'product', 'never', 'better', 'apple', 'macbook', 'air', 'fact']","['surfac', 'mayb', 'good', 'product', 'never', 'better', 'appl', 'macbook', 'air', 'fact']","['surface', 'maybe', 'good', 'product', 'never', 'better', 'apple', 'macbook', 'air', 'fact']"
623495676,True,golden,17,,1,1.0,Tue Dec 02 06:52:06 +0000 2014,5.4e+17,#AAPL OR @Apple,1,fucking faggots @apple,"['fucking', 'faggots', 'apple']","['fuck', 'faggot', 'appl']","['fucking', 'faggot', 'apple']"
623495677,False,finalized,3,12/12/2014 11:15,1,0.6635,Tue Dec 02 06:52:43 +0000 2014,5.4e+17,#AAPL OR @Apple,,@Apple of course that's not their mother fucking @,"['apple', 'course', 'mother', 'fucking']","['appl', 'cours', 'mother', 'fuck']","['apple', 'course', 'mother', 'fucking']"
623495678,False,finalized,3,12/12/2014 3:55,3,0.6816,Tue Dec 02 06:54:50 +0000 2014,5.4e+17,#AAPL OR @Apple,,Apple Inc. Store Logos Turn Red For World AIDS Day http://t.co/nsBtAl4g75 #AAPL,"['apple', 'inc', 'store', 'logos', 'turn', 'red', 'world', 'aids', 'day', 'aapl']","['appl', 'inc', 'store', 'logo', 'turn', 'red', 'world', 'aid', 'day', 'aapl']","['apple', 'inc', 'store', 'logo', 'turn', 'red', 'world', 'aid', 'day', 'aapl']"
623495679,False,finalized,3,12/11/2014 21:48,1,1.0,Tue Dec 02 06:55:35 +0000 2014,5.4e+17,#AAPL OR @Apple,,the fuck kinda gay shit you print in the fucking ketosis @apple,"['fuck', 'kinda', 'gay', 'shit', 'print', 'fucking', 'ketosis', 'apple']","['fuck', 'kinda', 'gay', 'shit', 'print', 'fuck', 'ketosi', 'appl']","['fuck', 'kinda', 'gay', 'shit', 'print', 'fucking', 'ketosis', 'apple']"
623495680,False,finalized,3,12/12/2014 8:47,1,1.0,Tue Dec 02 06:57:40 +0000 2014,5.4e+17,#AAPL OR @Apple,,Game*** @Apple you bitches really trying me tonight! RT @DreMacsAMillion: @WhoSFlyy__ gams night gawd,"['game', 'apple', 'bitches', 'really', 'trying', 'tonight', 'rt', 'dremacsamillion', 'whosflyy', 'gams', 'night', 'gawd']","['game', 'appl', 'bitch', 'realli', 'tri', 'tonight', 'rt', 'dremacsamillion', 'whosflyy', 'gam', 'night', 'gawd']","['game', 'apple', 'bitch', 'really', 'trying', 'tonight', 'rt', 'dremacsamillion', 'whosflyy', 'gam', 'night', 'gawd']"
623495681,False,finalized,3,12/12/2014 2:56,3,1.0,Tue Dec 02 07:12:47 +0000 2014,5.4e+17,#AAPL OR @Apple,,Apple CEO Tim Cook comes out as gay @Apple   http://t.co/euFQQpMjj6  Via @posh360_Net,"['apple', 'ceo', 'tim', 'cook', 'comes', 'gay', 'apple', 'via', 'posh360', 'net']","['appl', 'ceo', 'tim', 'cook', 'come', 'gay', 'appl', 'via', 'posh360', 'net']","['apple', 'ceo', 'tim', 'cook', 'come', 'gay', 'apple', 'via', 'posh360', 'net']"
623495682,False,finalized,3,12/12/2014 22:12,1,1.0,Tue Dec 02 07:15:09 +0000 2014,5.4e+17,#AAPL OR @Apple,,RT @bella_bong_: @apple U need to get ur fucking shit together and let me txt while on YouTube,"['rt', 'bella', 'bong', 'apple', 'u', 'need', 'get', 'ur', 'fucking', 'shit', 'together', 'let', 'txt', 'youtube']","['rt', 'bella', 'bong', 'appl', 'u', 'need', 'get', 'ur', 'fuck', 'shit', 'togeth', 'let', 'txt', 'youtub']","['rt', 'bella', 'bong', 'apple', 'u', 'need', 'get', 'ur', 'fucking', 'shit', 'together', 'let', 'txt', 'youtube']"
623495683,False,finalized,4,12/11/2014 14:12,1,0.7206,Tue Dec 02 07:16:12 +0000 2014,5.4e+17,#AAPL OR @Apple,,@apple @Disney Why can't I buy any version let alone the version I actually like of Star Wars on @iTunesMovies #stupid #lame #StarWars,"['apple', 'disney', 'buy', 'version', 'let', 'alone', 'version', 'actually', 'like', 'star', 'wars', 'itunesmovies', 'stupid', 'lame', 'starwars']","['appl', 'disney', 'buy', 'version', 'let', 'alon', 'version', 'actual', 'like', 'star', 'war', 'itunesmovi', 'stupid', 'lame', 'starwar']","['apple', 'disney', 'buy', 'version', 'let', 'alone', 'version', 'actually', 'like', 'star', 'war', 'itunesmovies', 'stupid', 'lame', 'starwars']"
623495684,False,finalized,6,12/12/2014 21:10,3,0.6518,Tue Dec 02 07:21:27 +0000 2014,5.4e+17,#AAPL OR @Apple,,@Apple @tim_cook Perhaps a less malleable metal for the shell of the #iPhone6SPlus. #noticedsomecurve,"['apple', 'tim', 'cook', 'perhaps', 'less', 'malleable', 'metal', 'shell', 'iphone6splus', 'noticedsomecurve']","['appl', 'tim', 'cook', 'perhap', 'less', 'malleabl', 'metal', 'shell', 'iphone6splu', 'noticedsomecurv']","['apple', 'tim', 'cook', 'perhaps', 'le', 'malleable', 'metal', 'shell', 'iphone6splus', 'noticedsomecurve']"
623495685,False,finalized,3,12/12/2014 1:18,3,1.0,Tue Dec 02 07:21:37 +0000 2014,5.4e+17,#AAPL OR @Apple,,MacBook Pro 13   Non-retina First Startup: http://t.co/9l6RK2OLq2 via @youtube @apple #macbook #macbookpro #startup #hipster,"['macbook', 'pro', '13', 'non', 'retina', 'first', 'startup', 'via', 'youtube', 'apple', 'macbook', 'macbookpro', 'startup', 'hipster']","['macbook', 'pro', '13', 'non', 'retina', 'first', 'startup', 'via', 'youtub', 'appl', 'macbook', 'macbookpro', 'startup', 'hipster']","['macbook', 'pro', '13', 'non', 'retina', 'first', 'startup', 'via', 'youtube', 'apple', 'macbook', 'macbookpro', 'startup', 'hipster']"
623495686,False,finalized,4,12/11/2014 14:38,3,1.0,Tue Dec 02 07:21:47 +0000 2014,5.4e+17,#AAPL OR @Apple,,MacBook Pro 13in Unboxing: http://t.co/F3IM9YbpxF via @youtube @apple #macbook #macbookpro #startup #hipster #unboxing,"['macbook', 'pro', '13in', 'unboxing', 'via', 'youtube', 'apple', 'macbook', 'macbookpro', 'startup', 'hipster', 'unboxing']","['macbook', 'pro', '13in', 'unbox', 'via', 'youtub', 'appl', 'macbook', 'macbookpro', 'startup', 'hipster', 'unbox']","['macbook', 'pro', '13in', 'unboxing', 'via', 'youtube', 'apple', 'macbook', 'macbookpro', 'startup', 'hipster', 'unboxing']"
623495687,False,finalized,3,12/12/2014 1:28,3,1.0,Tue Dec 02 07:22:07 +0000 2014,5.4e+17,#AAPL OR @Apple,,iPad Mini Unboxing!: http://t.co/GnLy8W75nA via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unboxing,"['ipad', 'mini', 'unboxing', 'via', 'youtube', 'apple', 'ipadmini', 'ipad', 'macbook', 'macbookpro', 'startup', 'hipster', 'unboxing']","['ipad', 'mini', 'unbox', 'via', 'youtub', 'appl', 'ipadmini', 'ipad', 'macbook', 'macbookpro', 'startup', 'hipster', 'unbox']","['ipad', 'mini', 'unboxing', 'via', 'youtube', 'apple', 'ipadmini', 'ipad', 'macbook', 'macbookpro', 'startup', 'hipster', 'unboxing']"
623495688,False,finalized,3,12/11/2014 14:38,3,0.6491,Tue Dec 02 07:22:17 +0000 2014,5.4e+17,#AAPL OR @Apple,,iPad Mini First Time Startup!: http://t.co/vGHN798zzs via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unbox,"['ipad', 'mini', 'first', 'time', 'startup', 'via', 'youtube', 'apple', 'ipadmini', 'ipad', 'macbook', 'macbookpro', 'startup', 'hipster', 'unbox']","['ipad', 'mini', 'first', 'time', 'startup', 'via', 'youtub', 'appl', 'ipadmini', 'ipad', 'macbook', 'macbookpro', 'startup', 'hipster', 'unbox']","['ipad', 'mini', 'first', 'time', 'startup', 'via', 'youtube', 'apple', 'ipadmini', 'ipad', 'macbook', 'macbookpro', 'startup', 'hipster', 'unbox']"
623495689,False,finalized,3,12/12/2014 2:08,3,0.6765,Tue Dec 02 07:24:48 +0000 2014,5.4e+17,#AAPL OR @Apple,,@apple where the iPod 6 at doe?,"['apple', 'ipod', '6', 'doe']","['appl', 'ipod', '6', 'doe']","['apple', 'ipod', '6', 'doe']"
623495690,False,finalized,3,12/12/2014 2:33,1,0.6827,Tue Dec 02 07:32:56 +0000 2014,5.4e+17,#AAPL OR @Apple,,"Can @apple drop Audio Only rendition requirement for iOS apps? 
Users hate it 
No other stores want it
Other platforms don't know what it is","['apple', 'drop', 'audio', 'rendition', 'requirement', 'ios', 'apps', 'users', 'hate', 'stores', 'want', 'platforms', 'know']","['appl', 'drop', 'audio', 'rendit', 'requir', 'io', 'app', 'user', 'hate', 'store', 'want', 'platform', 'know']","['apple', 'drop', 'audio', 'rendition', 'requirement', 'io', 'apps', 'user', 'hate', 'store', 'want', 'platform', 'know']"
623495691,False,finalized,6,12/11/2014 9:47,1,0.8539,Tue Dec 02 07:45:08 +0000 2014,5.4e+17,#AAPL OR @Apple,,"None too happy with @Apple Mac OS X (Yosemite), File Vault 2, or Boot Camp right now. Thankful to own a @lenovo.","['none', 'happy', 'apple', 'mac', 'os', 'x', 'yosemite', 'file', 'vault', '2', 'boot', 'camp', 'right', 'thankful', 'lenovo']","['none', 'happi', 'appl', 'mac', 'os', 'x', 'yosemit', 'file', 'vault', '2', 'boot', 'camp', 'right', 'thank', 'lenovo']","['none', 'happy', 'apple', 'mac', 'o', 'x', 'yosemite', 'file', 'vault', '2', 'boot', 'camp', 'right', 'thankful', 'lenovo']"
