_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,sentiment,sentiment:confidence,date,id,query,sentiment_gold,text
623496491,FALSE,finalized,6,12/12/2014 14:51,1,0.3562,Wed Dec 03 20:16:41 +0000 2014,5.40E+17,#AAPL OR @Apple,,googlenexus support said can t test nfc so can t assume my phone is not working keep saying can t does help i ll go back to apple
623496492,FALSE,finalized,4,12/11/2014 14:05,1,1,Wed Dec 03 20:20:06 +0000 2014,5.40E+17,#AAPL OR @Apple,,tim cook that rage when dealing apple geniuses when they maintain it s not a known issue when a simple google search shows it s a big 1
623496493,FALSE,finalized,3,12/12/2014 11:14,3,1,Wed Dec 03 20:21:28 +0000 2014,5.40E+17,#AAPL OR @Apple,,cnbc tv day 2 apple antitrust trial aapl
623496494,FALSE,finalized,3,12/12/2014 21:42,5,0.6513,Wed Dec 03 20:23:28 +0000 2014,5.40E+17,#AAPL OR @Apple,,barclays raises aapl price target by 17 to 140 aapl aapl
623496495,FALSE,finalized,3,12/11/2014 21:00,1,0.6722,Wed Dec 03 20:29:50 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple help my mac memory has been cleared and now it s asking for a password it s not the old one and i can t get on it
623496496,FALSE,finalized,3,12/12/2014 1:24,3,1,Wed Dec 03 20:31:43 +0000 2014,5.40E+17,#AAPL OR @Apple,,steve jobs i don t know what the claims in the case are aapl aapl
623496497,FALSE,finalized,3,12/12/2014 11:18,5,0.6635,Wed Dec 03 20:32:33 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple happy new month
623496498,FALSE,finalized,3,12/11/2014 14:43,3,1,Wed Dec 03 20:36:46 +0000 2014,5.40E+17,#AAPL OR @Apple,,redxpower christmascount yeah and don t make them into tablets apple
623496499,FALSE,finalized,3,12/11/2014 18:39,1,0.6673,Wed Dec 03 20:36:59 +0000 2014,5.40E+17,#AAPL OR @Apple,,redxpower christmascount apple apples are meant to be healthy
623496500,FALSE,finalized,3,12/12/2014 2:00,1,1,Wed Dec 03 20:37:17 +0000 2014,5.40E+17,#AAPL OR @Apple,,redxpower christmascount apple but these phones make people fat lol
623496501,FALSE,finalized,4,12/11/2014 14:03,3,1,Wed Dec 03 20:37:25 +0000 2014,5.40E+17,#AAPL OR @Apple,,block trade detected in aapl
623496502,FALSE,finalized,3,12/12/2014 9:35,3,1,Wed Dec 03 20:39:32 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple dec 3 trading daily profit 1 85 sh weekly profits of 15 22 sh aapl stockaction trading stocks mkt
623496503,FALSE,finalized,3,12/12/2014 19:56,3,0.6598,Wed Dec 03 20:40:07 +0000 2014,5.40E+17,#AAPL OR @Apple,,rt thehill justice department cites 18th century federal law to get apple to unlock iphones
623496504,FALSE,finalized,4,12/12/2014 21:49,1,1,Wed Dec 03 20:49:00 +0000 2014,5.40E+17,#AAPL OR @Apple,,siri never understands me she just said she was new 2 my language and didn t get me i speak english without major accent apple apple
623496505,FALSE,finalized,3,12/12/2014 3:32,1,0.6839,Wed Dec 03 20:50:25 +0000 2014,5.40E+17,#AAPL OR @Apple,,block trade detected in aapl
623496506,FALSE,finalized,3,12/12/2014 2:13,3,0.6606,Wed Dec 03 20:50:43 +0000 2014,5.40E+17,#AAPL OR @Apple,,rt hamzeianalytics block trade detected in aapl
623496507,FALSE,finalized,6,12/12/2014 9:26,5,0.5327,Wed Dec 03 20:51:11 +0000 2014,5.40E+17,#AAPL OR @Apple,,thanks lausd apple and pearson for the great leadership federal grand jury subpoenaed documents from l a unified
623496508,FALSE,finalized,3,12/12/2014 1:42,3,1,Wed Dec 03 20:53:00 +0000 2014,5.40E+17,#AAPL OR @Apple,,google may be the big winner in lausd s ipad scandal via bw aapl
623496509,FALSE,finalized,3,12/12/2014 21:15,1,0.6758,Wed Dec 03 20:53:32 +0000 2014,5.40E+17,#AAPL OR @Apple,,bedbathbeyond you re selling this lightning cord doesn t work accessorymaynotbesupported apple what s the deal
623496510,FALSE,finalized,4,12/12/2014 13:41,3,0.7689,Wed Dec 03 20:53:46 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple google amazon und facebook aapl dax
623496511,FALSE,finalized,3,12/12/2014 21:54,5,0.6538,Wed Dec 03 20:53:58 +0000 2014,5.40E+17,#AAPL OR @Apple,,my apple badge finally works at my work site just tore the guest sticker badge into many many pieces feel like a new man
623496512,FALSE,finalized,3,12/12/2014 21:57,1,1,Wed Dec 03 20:55:03 +0000 2014,5.40E+17,#AAPL OR @Apple,,bedbathbeyond i could of just gone to canal street for a knockoff cmonman and apple why must i pay 30 for a lightning cord
623496513,FALSE,finalized,3,12/12/2014 2:08,3,1,Wed Dec 03 20:59:27 +0000 2014,5.40E+17,#AAPL OR @Apple,,please make a gold macbook apple
623496514,FALSE,finalized,3,12/12/2014 19:54,3,1,Wed Dec 03 21:00:03 +0000 2014,5.40E+17,#AAPL OR @Apple,,aapl a lawsuit asks whether apple used itunes for price fixing
623496515,FALSE,finalized,4,12/11/2014 21:56,1,0.7439,Wed Dec 03 21:00:34 +0000 2014,5.40E+17,#AAPL OR @Apple,,another lawsuit against apple this one is about ipod antitrust tactics in itunes
623496516,FALSE,finalized,3,12/12/2014 12:11,1,0.651,Wed Dec 03 21:00:42 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple to pay 24 million for infringing on ancient pager patents sure why not intellectualproperty ip pgsip
623496517,FALSE,finalized,7,12/11/2014 14:23,3,0.7161,Wed Dec 03 21:02:37 +0000 2014,5.40E+17,#AAPL OR @Apple,,early movers anf tjx tgt lyv sne aapl amp more these are the stocks posting the largest moves before the bell
623496519,FALSE,finalized,3,12/12/2014 9:10,1,1,Wed Dec 03 21:10:56 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple why can t i fnd netbot on app store help asap
623496520,FALSE,finalized,3,12/12/2014 9:14,3,1,Wed Dec 03 21:17:04 +0000 2014,5.40E+17,#AAPL OR @Apple,,new details on apple s giant sized ipad might have just leaked via inc
623496521,FALSE,finalized,3,12/12/2014 15:02,3,1,Wed Dec 03 21:21:48 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple inc price at close december 03 2014 is 115 95 apple aapl
623496522,FALSE,finalized,3,12/11/2014 18:42,1,1,Wed Dec 03 21:23:44 +0000 2014,5.40E+17,#AAPL OR @Apple,,wow yall needa step it up apple rt heynyla music and snapchat at the same damn time thank you note4
623496523,FALSE,finalized,3,12/11/2014 19:03,1,0.6833,Wed Dec 03 21:24:04 +0000 2014,5.40E+17,#AAPL OR @Apple,,you should be able to leave facetime video messages apple
623496524,FALSE,finalized,4,12/12/2014 4:05,3,0.7201,Wed Dec 03 21:30:03 +0000 2014,5.40E+17,#AAPL OR @Apple,,aapl did carl icahn cause the private equity bubble
623496525,FALSE,finalized,3,12/12/2014 0:00,1,1,Wed Dec 03 21:33:09 +0000 2014,5.40E+17,#AAPL OR @Apple,,sampepper can not believe that apple are still with you given the nature of what u have been accused of disgusting
623496526,FALSE,finalized,3,12/12/2014 21:09,1,0.7024,Wed Dec 03 21:41:40 +0000 2014,5.40E+17,#AAPL OR @Apple,,why can t i hide the gray controller on the dvd player what heck apple
623496527,FALSE,finalized,6,12/12/2014 21:30,3,0.651,Wed Dec 03 21:44:45 +0000 2014,5.40E+17,#AAPL OR @Apple,,i m learning all about apple ipad air 2 128gb wi fi gold on influenster apple
623496528,FALSE,finalized,3,12/11/2014 22:09,1,0.6882,Wed Dec 03 21:54:30 +0000 2014,5.40E+17,#AAPL OR @Apple,,pdbogen yeah it s not for everyone i sold my soul to apple a while ago thanks for the link
623496529,FALSE,finalized,3,12/11/2014 18:38,1,1,Wed Dec 03 21:55:08 +0000 2014,5.40E+17,#AAPL OR @Apple,,whereiscooldude cyrus t virus apple wait no im okay here but yeah actually we should burn it down
623496530,FALSE,finalized,3,12/12/2014 2:32,3,1,Wed Dec 03 21:58:52 +0000 2014,5.40E+17,#AAPL OR @Apple,,here s how jimmy iovine convinced apple to buy beats aapl
623496531,FALSE,finalized,3,12/12/2014 9:11,3,1,Wed Dec 03 22:00:27 +0000 2014,5.40E+17,#AAPL OR @Apple,,13 things you didn t know your iphone6 could do aapl
623496532,TRUE,golden,16,,3,1,Wed Dec 03 22:01:20 +0000 2014,5.40E+17,#AAPL OR @Apple,3,the questions every cio should ask about apple iwatch
623496533,FALSE,finalized,3,12/12/2014 7:04,1,1,Wed Dec 03 22:05:13 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple verizon where the fuck is my phone it shouldn t take this long
623496534,FALSE,finalized,3,12/11/2014 19:51,not_relevant,0.6774,Wed Dec 03 22:07:24 +0000 2014,5.40E+17,#AAPL OR @Apple,,organizers twin cities apple valley store just released after detainment by police for peaceful protests we stand up walmartstrikers
623496535,FALSE,finalized,3,12/12/2014 2:25,3,0.6897,Wed Dec 03 22:12:42 +0000 2014,5.40E+17,#AAPL OR @Apple,,a new role requires new hardware thankful carpages apple
623496536,TRUE,golden,14,,3,0.5402,Wed Dec 03 22:15:03 +0000 2014,5.40E+17,#AAPL OR @Apple,5,aapl apple devices clobber androids on cyber monday but the underdog is ca
623496537,FALSE,finalized,3,12/12/2014 21:30,3,1,Wed Dec 03 22:18:07 +0000 2014,5.40E+17,#AAPL OR @Apple,,howto import objective c code into bridging header file apigee sdk for apple s swift
623496538,FALSE,finalized,3,12/12/2014 11:12,3,1,Wed Dec 03 22:18:45 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple ceo tim cook comes out as gay apple via posh360 net
623496539,FALSE,finalized,3,12/11/2014 22:25,5,1,Wed Dec 03 22:20:16 +0000 2014,5.40E+17,#AAPL OR @Apple,,great piece from howardlake on apple amp the new red app store profits from exclusive content go to globalfund
623496540,FALSE,finalized,3,12/12/2014 21:31,1,1,Wed Dec 03 22:22:40 +0000 2014,5.40E+17,#AAPL OR @Apple,,limfestival lolol stupid phone should say best and most varied apple sort this phone out apols
623496541,FALSE,finalized,3,12/12/2014 1:40,1,1,Wed Dec 03 22:23:13 +0000 2014,5.40E+17,#AAPL OR @Apple,,shockingly imessage on the desktop is fucked up again great work apple seriously on point with network services as only you can do
623496542,FALSE,finalized,6,12/12/2014 18:27,5,0.6539,Wed Dec 03 22:25:27 +0000 2014,5.40E+17,#AAPL OR @Apple,,technical chart ust sayin aapl is still the king
623496543,FALSE,finalized,3,12/12/2014 14:44,3,1,Wed Dec 03 22:27:26 +0000 2014,5.40E+17,#AAPL OR @Apple,,my office for today remotesupport techlife apple
623496544,FALSE,finalized,3,12/12/2014 22:00,3,0.6661,Wed Dec 03 22:28:15 +0000 2014,5.40E+17,#AAPL OR @Apple,,forbestech aapl was a fantastic investment but what will be its future how will aapl beat aapl
623496545,FALSE,finalized,3,12/12/2014 9:11,1,1,Wed Dec 03 22:35:28 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple what if i don t want my money going to africa to fight aids we have problems here we need to fight apple africa cnn cnn
623496546,FALSE,finalized,3,12/12/2014 21:17,3,1,Wed Dec 03 22:36:48 +0000 2014,5.40E+17,#AAPL OR @Apple,,early movers anf tjx tgt lyv aapl amp more these are the stocks posting the largest moves before the bell
623496547,FALSE,finalized,6,12/11/2014 20:52,3,0.6638,Wed Dec 03 22:39:08 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple update twitter for ipad pls or kys
623496548,FALSE,finalized,6,12/12/2014 21:27,3,0.6575,Wed Dec 03 22:41:05 +0000 2014,5.40E+17,#AAPL OR @Apple,,hshdsh via blogs4bytes ideas apple bought borrowed and stole infographic
623496549,FALSE,finalized,3,12/11/2014 21:21,3,1,Wed Dec 03 22:42:19 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple releases safari 8 0 1 7 1 1 and 6 2 1 aapl
623496550,FALSE,finalized,3,12/12/2014 2:08,3,1,Wed Dec 03 22:49:17 +0000 2014,5.40E+17,#AAPL OR @Apple,,feed my ego futter mein ego iphone 4 4s tough ca computing amp communication melasdesign cafepress iphone apple
623496551,FALSE,finalized,3,12/12/2014 15:02,1,1,Wed Dec 03 22:51:57 +0000 2014,5.40E+17,#AAPL OR @Apple,,my laptop battery went straight from 60 to 3 apple
623496552,FALSE,finalized,3,12/12/2014 6:43,1,0.7044,Wed Dec 03 22:53:08 +0000 2014,5.40E+17,#AAPL OR @Apple,,last yeari bought superman and superman returns from itunes now they aren t available for me to stream and apple has no real answer
623496553,FALSE,finalized,3,12/12/2014 3:55,1,1,Wed Dec 03 22:53:45 +0000 2014,5.40E+17,#AAPL OR @Apple,,i will definitely think carefully in the future about buying something from itunes if apple support can t even tell me what s going wrong
623496554,TRUE,golden,14,,3,0.7653,Wed Dec 03 23:03:02 +0000 2014,5.40E+17,#AAPL OR @Apple,1,rt mediapost google trumps apple in streaming media sales mp gavin
623496555,FALSE,finalized,3,12/11/2014 14:28,3,0.6442,Wed Dec 03 23:04:31 +0000 2014,5.40E+17,#AAPL OR @Apple,,iphone 6 and 6 plus shipping times improve to 3 to 5 days for many models aapl
623496556,FALSE,finalized,3,12/12/2014 1:00,3,1,Wed Dec 03 23:06:48 +0000 2014,5.40E+17,#AAPL OR @Apple,,here s apple s next great business via sai aapl
623496557,FALSE,finalized,5,12/11/2014 14:30,3,0.7734,Wed Dec 03 23:07:31 +0000 2014,5.40E+17,#AAPL OR @Apple,,is apple the most important stock on earth apple inc aapl seeking alpha
623496558,FALSE,finalized,3,12/12/2014 2:56,3,0.697,Wed Dec 03 23:13:23 +0000 2014,5.40E+17,#AAPL OR @Apple,,aye shoot me a space grey 64gb iphone 6 right quick apple verizon
623496559,FALSE,finalized,3,12/12/2014 2:02,3,1,Wed Dec 03 23:18:46 +0000 2014,5.40E+17,#AAPL OR @Apple,,rt dmcgroarty rt metalbanker where do iphones come from what s in your apple rareearths
623496560,FALSE,finalized,7,12/11/2014 22:21,3,0.4298,Wed Dec 03 23:30:04 +0000 2014,5.40E+17,#AAPL OR @Apple,,aapl dexcom ceo terry gregg explains 50 ytd stock leap plans for 2015
623496561,FALSE,finalized,3,12/12/2014 21:42,3,0.6513,Wed Dec 03 23:45:03 +0000 2014,5.40E+17,#AAPL OR @Apple,,aapl here s apple s next great business
623496562,FALSE,finalized,3,12/12/2014 13:17,3,1,Wed Dec 03 23:45:04 +0000 2014,5.40E+17,#AAPL OR @Apple,,is apple the most important stock on earth aapl
623496563,FALSE,finalized,3,12/12/2014 1:58,1,1,Wed Dec 03 23:46:52 +0000 2014,5.40E+17,#AAPL OR @Apple,,this 16gb is going to kill me im this close to taking a shit on my phone iphone apple
623496564,FALSE,finalized,6,12/12/2014 20:39,3,0.6445,Wed Dec 03 23:50:23 +0000 2014,5.40E+17,#AAPL OR @Apple,,pathetic apple display at bestbuy
623496565,FALSE,finalized,3,12/12/2014 14:49,3,0.7119,Wed Dec 03 23:55:24 +0000 2014,5.40E+17,#AAPL OR @Apple,,get techy with another shout out to schoology googledrive huluplus ipad apple google chromebook via youtube
623496566,FALSE,finalized,3,12/11/2014 22:07,5,1,Wed Dec 03 23:56:11 +0000 2014,5.40E+17,#AAPL OR @Apple,,but i m beyond thankful for the help apple gave me today computer was defective and they replaced it while i just payed the difference
623496567,FALSE,finalized,3,12/12/2014 16:02,3,0.6932,Wed Dec 03 23:56:32 +0000 2014,5.40E+17,#AAPL OR @Apple,,new ha blog post gt gt gt final aapl putcallratios for wednesday december 3 2014
623496568,FALSE,finalized,3,12/11/2014 22:16,3,0.6464,Wed Dec 03 23:56:33 +0000 2014,5.40E+17,#AAPL OR @Apple,,mkt final aapl putcallratios for wednesday december 3 2014
623496569,FALSE,finalized,3,12/11/2014 20:31,not_relevant,0.6774,Wed Dec 03 23:56:33 +0000 2014,5.40E+17,#AAPL OR @Apple,,final aapl putcallratios for wednesday december 3 2014 via hamzei
623496570,FALSE,finalized,3,12/12/2014 17:00,3,0.6631,Wed Dec 03 23:58:17 +0000 2014,5.40E+17,#AAPL OR @Apple,,shipping estimates for 27 inch retina imac improve to 1 to 2 weeks mac blog aapl
623496571,FALSE,finalized,3,12/12/2014 17:41,not_relevant,1,Thu Dec 04 00:00:04 +0000 2014,5.40E+17,#AAPL OR @Apple,,aapl google donates 1 million dollars to new york libraries for free wifi h
623496572,FALSE,finalized,3,12/12/2014 21:04,3,1,Thu Dec 04 00:02:05 +0000 2014,5.40E+17,#AAPL OR @Apple,,got new cases apple applestore citycreek slc citycreek apple applestore red
623496573,FALSE,finalized,3,12/12/2014 11:13,1,1,Thu Dec 04 00:02:16 +0000 2014,5.40E+17,#AAPL OR @Apple,,if i fail poli sci because of this fucking laptop i m suing apple
623496574,FALSE,finalized,4,12/12/2014 3:39,5,0.7429,Thu Dec 04 00:02:37 +0000 2014,5.40E+17,#AAPL OR @Apple,,got new cases apple applestore citycreek slc citycreek apple applestore red productred aids founda
623496575,FALSE,finalized,3,12/12/2014 21:50,3,1,Thu Dec 04 00:04:57 +0000 2014,5.40E+17,#AAPL OR @Apple,,in world s first applewatch hackathon apps and challenges emerge via svbizjournal aapl
623496576,FALSE,finalized,3,12/12/2014 9:08,1,1,Thu Dec 04 00:08:40 +0000 2014,5.40E+17,#AAPL OR @Apple,,wtf my phone is in do not disturb and i m still getting notifications fix this shit applebees apple
623496577,FALSE,finalized,3,12/12/2014 9:28,1,1,Thu Dec 04 00:21:02 +0000 2014,5.40E+17,#AAPL OR @Apple,,currently on hold with apple in cupertino to try to set up a genius bar appointment in madrid dontask
623496578,FALSE,finalized,3,12/12/2014 1:24,5,1,Thu Dec 04 00:24:17 +0000 2014,5.40E+17,#AAPL OR @Apple,,first tweet from my new apple iphone 6 plus newtoy
623496579,FALSE,finalized,3,12/12/2014 16:02,3,0.6823,Thu Dec 04 00:25:14 +0000 2014,5.40E+17,#AAPL OR @Apple,,fcbliam apple fix this
623496580,FALSE,finalized,3,12/12/2014 12:18,1,1,Thu Dec 04 00:25:50 +0000 2014,5.40E+17,#AAPL OR @Apple,,you just did too much you asshole apple get your shit together
623496581,FALSE,finalized,3,12/12/2014 21:11,1,1,Thu Dec 04 00:29:10 +0000 2014,5.40E+17,#AAPL OR @Apple,,so apple wouldn t fix my phone and claims that i didn t tell them to screen was fucked
623496582,FALSE,finalized,3,12/12/2014 14:02,3,0.6598,Thu Dec 04 00:30:04 +0000 2014,5.40E+17,#AAPL OR @Apple,,aapl did carl icahn cause a new private equity bubble
623496583,FALSE,finalized,6,12/12/2014 22:03,not_relevant,0.5257,Thu Dec 04 00:36:18 +0000 2014,5.40E+17,#AAPL OR @Apple,,sextsatan applebees apple applebees faved omg
623496584,FALSE,finalized,3,12/12/2014 14:43,3,1,Thu Dec 04 00:38:12 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple ischool education applenws
623496585,FALSE,finalized,4,12/12/2014 21:20,3,0.7481,Thu Dec 04 00:38:12 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple can we always have the setting when i use the app for location for apps instead of just always and never
623496586,FALSE,finalized,3,12/11/2014 20:54,3,1,Thu Dec 04 00:40:01 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple y all should put the apple symbol into the home button on yalls next device
623496587,FALSE,finalized,3,12/12/2014 21:54,1,1,Thu Dec 04 00:41:01 +0000 2014,5.40E+17,#AAPL OR @Apple,,iphone6 users complain to apple apple about front wednesday 3 december
623496588,FALSE,finalized,3,12/12/2014 21:11,3,1,Thu Dec 04 00:41:10 +0000 2014,5.40E+17,#AAPL OR @Apple,,verr cktes ger cht iphone6s zum apple apple watch wednesday 3 december
623496589,FALSE,finalized,3,12/12/2014 21:34,3,0.6538,Thu Dec 04 00:45:40 +0000 2014,5.40E+17,#AAPL OR @Apple,,how competition between wireless carriers benefits apple inc aapl
623496590,FALSE,finalized,3,12/11/2014 21:47,3,1,Thu Dec 04 00:45:41 +0000 2014,5.40E+17,#AAPL OR @Apple,,jmp raises apple inc price target to 150 on exceptionally strong demand for aapl
623496591,FALSE,finalized,3,12/12/2014 3:32,3,1,Thu Dec 04 00:50:49 +0000 2014,5.40E+17,#AAPL OR @Apple,,final aapl putcallratios for wednesday december 3 2014
623496592,FALSE,finalized,3,12/12/2014 1:35,3,0.6803,Thu Dec 04 00:54:37 +0000 2014,5.40E+17,#AAPL OR @Apple,,new post on my blog got new cases apple applestore citycreek slc citycreek apple applestore red pr
623496593,FALSE,finalized,3,12/12/2014 13:41,5,0.6624,Thu Dec 04 00:54:56 +0000 2014,5.40E+17,#AAPL OR @Apple,,got new cases apple applestore citycreek slc citycreek apple applestore red
623496594,FALSE,finalized,3,12/11/2014 20:07,3,1,Thu Dec 04 00:55:22 +0000 2014,5.40E+17,#AAPL OR @Apple,,l0lvivivuvu sextsatan apple and replied livingthedream ari
623496595,FALSE,finalized,3,12/12/2014 14:43,3,1,Thu Dec 04 00:56:55 +0000 2014,5.40E+17,#AAPL OR @Apple,,check out our founder gernieb views on apple amp facebook eggfreezing benefits for female engineers womenintech
623496596,FALSE,finalized,3,12/11/2014 20:54,3,0.6722,Thu Dec 04 01:00:30 +0000 2014,5.40E+17,#AAPL OR @Apple,,ikea channels apple in a hilarious ad for its new catalog bookbook via time ikea
623496597,FALSE,finalized,6,12/11/2014 20:48,3,0.6675,Thu Dec 04 01:05:08 +0000 2014,5.40E+17,#AAPL OR @Apple,,our fda cleared smartphone connected thermometer is now at apple stores holiday
623496598,FALSE,finalized,3,12/12/2014 20:37,3,0.6971,Thu Dec 04 01:05:51 +0000 2014,5.40E+17,#AAPL OR @Apple,,rt applebees l0lvivivuvu sextsatan apple and replied livingthedream ari
623496599,FALSE,finalized,3,12/12/2014 0:44,1,0.6492,Thu Dec 04 01:07:11 +0000 2014,5.40E+17,#AAPL OR @Apple,,google trumps apple in streaming media sales
623496600,FALSE,finalized,3,12/12/2014 2:08,1,1,Thu Dec 04 01:08:56 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple secretly deleted ipod owners songs downloaded from competing music services aapl
623496601,FALSE,finalized,3,12/12/2014 12:11,1,1,Thu Dec 04 01:09:24 +0000 2014,5.40E+17,#AAPL OR @Apple,,dear apple why oh why do i have to baby sit copying files in the pos finder it s not like copying files is hard oh wait it s you
623496602,FALSE,finalized,3,12/12/2014 17:55,3,1,Thu Dec 04 01:13:09 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple ceo tim cook comes out as gay apple via posh360 net
623496603,FALSE,finalized,3,12/12/2014 21:42,1,1,Thu Dec 04 01:21:12 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple please get yourself together i need my products to work
623496604,FALSE,finalized,4,12/11/2014 14:38,1,0.7916,Thu Dec 04 01:37:37 +0000 2014,5.40E+17,#AAPL OR @Apple,,dear apple now it s my fault that your pos macbook airquotes pro does not have fast ports drop the pro in the future toycomputer
623496605,FALSE,finalized,3,12/12/2014 2:08,1,1,Thu Dec 04 01:47:07 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple hi a few days ago i purchase 2 ringtones and non of them appear on my phone or purchased but they appear in my credit card
623496606,FALSE,finalized,3,12/11/2014 20:50,3,0.667,Thu Dec 04 01:47:42 +0000 2014,5.40E+17,#AAPL OR @Apple,,zoebread dps developments welove aapl e and that new retina screen ohai
623496607,FALSE,finalized,6,12/11/2014 22:27,5,0.344,Thu Dec 04 02:00:57 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple if you didnt make such good products i would boycott you forever
623496608,FALSE,finalized,3,12/12/2014 9:39,1,1,Thu Dec 04 02:02:55 +0000 2014,5.40E+17,#AAPL OR @Apple,,as the sun devils were making their 20 2 run on us my phone called 4 people and hung up on them all on it s own wtf iphoneissues apple
623496609,FALSE,finalized,3,12/12/2014 21:42,1,1,Thu Dec 04 02:05:33 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple admits it deleted songs purchased through competing stores from ipods aapl realnetworks
623496610,FALSE,finalized,3,12/12/2014 19:38,1,0.7177,Thu Dec 04 02:05:44 +0000 2014,5.40E+17,#AAPL OR @Apple,,unlvgirl apple got ta switch to that android life galaxy
623496611,FALSE,finalized,3,12/12/2014 13:39,5,0.6933,Thu Dec 04 02:06:37 +0000 2014,5.40E+17,#AAPL OR @Apple,,luv apple iphone i ve had pretty much all the iphones 3gs 4 4s 5c amp mobilephone
623496612,FALSE,finalized,3,12/12/2014 21:15,1,0.6879,Thu Dec 04 02:08:03 +0000 2014,5.40E+17,#AAPL OR @Apple,,not happy apple have caused this to happen through a osx system update still on mavericks jetbrains
623496613,FALSE,finalized,3,12/11/2014 22:07,3,0.6584,Thu Dec 04 02:12:16 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple jetbrains it only happened once perhaps because i had no network this is and was my setting
623496614,FALSE,finalized,5,12/11/2014 9:45,1,1,Thu Dec 04 02:14:34 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple is becoming very petty about not allowing certain apple dev resources work in chrome
623496615,FALSE,finalized,3,12/11/2014 21:03,1,0.6722,Thu Dec 04 02:15:36 +0000 2014,5.40E+17,#AAPL OR @Apple,,paulyarns beatsbydre beatssupport apple i agree about apple their customer service is based on condescending employees treating
623496616,FALSE,finalized,3,12/11/2014 22:27,3,0.6464,Thu Dec 04 02:17:12 +0000 2014,5.40E+17,#AAPL OR @Apple,,paulyarns beatsbydre beatssupport apple customers as a captive audience
623496617,FALSE,finalized,3,12/12/2014 0:42,3,1,Thu Dec 04 02:20:40 +0000 2014,5.40E+17,#AAPL OR @Apple,,win a new apple ipad mini 3 with an itunes gift card
623496618,FALSE,finalized,3,12/12/2014 3:00,1,0.6781,Thu Dec 04 02:24:41 +0000 2014,5.40E+17,#AAPL OR @Apple,,is there anything more maddening than notifications re appearing with app upgrade apple
623496619,FALSE,finalized,3,12/11/2014 21:06,3,1,Thu Dec 04 02:27:48 +0000 2014,5.40E+17,#AAPL OR @Apple,,hey apple let us get some star wars action on itunes
623496620,TRUE,golden,15,,3,0.5497,Thu Dec 04 02:29:25 +0000 2014,5.40E+17,#AAPL OR @Apple,3,we need an eye rolling emoji pronto apple
623496621,FALSE,finalized,6,12/12/2014 9:26,3,0.5327,Thu Dec 04 02:31:05 +0000 2014,5.40E+17,#AAPL OR @Apple,,rt naugtae we need an eye rolling emoji pronto apple
623496622,FALSE,finalized,3,12/12/2014 15:04,1,1,Thu Dec 04 02:38:16 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple your chargers suck
623496623,FALSE,finalized,3,12/12/2014 9:28,1,1,Thu Dec 04 02:39:22 +0000 2014,5.40E+17,#AAPL OR @Apple,,more fuck you iphone apple
623496624,FALSE,finalized,3,12/12/2014 1:06,3,1,Thu Dec 04 02:41:39 +0000 2014,5.40E+17,#AAPL OR @Apple,,aw yeah monarchywpb sticker to ride with rhyot boommovement and apple
623496625,FALSE,finalized,3,12/12/2014 21:51,1,0.6884,Thu Dec 04 02:45:04 +0000 2014,5.40E+17,#AAPL OR @Apple,,aapl apple inc aapl falls for week because of monday morning drop
623496626,FALSE,finalized,3,12/11/2014 23:32,5,1,Thu Dec 04 02:51:21 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple inc ceo donates 291k to pennsylvania school district aapl
623496627,FALSE,finalized,4,12/11/2014 18:42,5,0.7454,Thu Dec 04 02:52:27 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple runs the world look around you
623496628,FALSE,finalized,3,12/11/2014 20:12,3,0.6789,Thu Dec 04 02:59:07 +0000 2014,5.40E+17,#AAPL OR @Apple,,new questions in mobile goog googl aapl amzn fb ssnlf
623496629,FALSE,finalized,3,12/12/2014 21:11,3,1,Thu Dec 04 03:06:38 +0000 2014,5.40E+17,#AAPL OR @Apple,,apple patents system that changes the position of an iphone mid air yay
